"mt"	"fr"	68
"mt"	"ca"	68
"lk"	"is"	68
"is"	"bg"	68
"mt"	"dk"	68
"mt"	"il"	68
"pt"	"mt"	68
"mt"	"hu"	68
"mt"	"au"	68
"mt"	"it"	68
"mt"	"jp"	68
"mt"	"lk"	68
"is"	"hu"	68
"tr"	"nl"	68
"mt"	"is"	68
"pe"	"es"	67
"us"	"bs"	67
"lk"	"in"	67
"ro"	"il"	67
"cn"	"bj"	67
"ru"	"ro"	67
"lt"	"is"	67
"tr"	"ru"	66
"mx"	"co"	65
"kr"	"ca"	65
"us"	"ke"	65
"us"	"kh"	64
"us"	"lv"	64
"tr"	"pl"	64
"lt"	"ca"	63
"lt"	"fr"	63
"pt"	"mx"	62
"sg"	"ru"	62
"co"	"ar"	62
"lt"	"gb"	61
"sg"	"br"	61
"is"	"fi"	61
"lk"	"fi"	60
"mt"	"fi"	59
"nl"	"id"	59
"us"	"bd"	59
"lt"	"au"	59
"sg"	"es"	58
"us"	"sn"	58
"ro"	"co"	58
"kr"	"gb"	58
"ng"	"ca"	57
"hr"	"gb"	57
"ph"	"ar"	57
"sg"	"ph"	57
"no"	"lu"	56
"il"	"co"	56
"uy"	"ca"	56
"fi"	"co"	55
"pl"	"bg"	55
"id"	"fr"	55
"pa"	"de"	54
"eg"	"ca"	54
"pt"	"cn"	54
"uy"	"ar"	53
"uy"	"br"	53
"lu"	"de"	52
"lu"	"gb"	52
"fr"	"eg"	52
"ua"	"tr"	51
"pe"	"mx"	51
"us"	"lb"	51
"sk"	"pl"	51
"ro"	"pa"	51
"ru"	"pe"	51
"in"	"eg"	51
"id"	"au"	50
"ph"	"at"	50
"no"	"co"	50
"pa"	"nz"	50
"co"	"bg"	50
"hr"	"au"	50
"in"	"id"	50
"sg"	"it"	50
"co"	"cl"	49
"co"	"ch"	49
"in"	"ae"	49
"sg"	"se"	49
"ca"	"ae"	49
"sg"	"be"	49
"pe"	"at"	49
"kr"	"fr"	47
"uy"	"au"	47
"pt"	"pl"	47
"pe"	"jp"	47
"pe"	"au"	47
"uy"	"de"	47
"eg"	"de"	47
"se"	"pe"	46
"id"	"es"	46
"us"	"mk"	46
"ru"	"mx"	46
"us"	"bj"	46
"in"	"by"	45
"lk"	"de"	45
"lk"	"cl"	45
"sg"	"ie"	45
"lu"	"ca"	45
"pt"	"nz"	44
"pe"	"fi"	44
"pe"	"it"	44
"sg"	"ch"	43
"pa"	"es"	43
"tr"	"in"	43
"pa"	"nl"	43
"ua"	"sg"	43
"us"	"hn"	43
"pl"	"lt"	43
"tr"	"ca"	42
"vn"	"sg"	42
"us"	"az"	42
"id"	"br"	42
"us"	"ug"	42
"tr"	"fr"	42
"ro"	"pt"	41
"np"	"de"	41
"sk"	"se"	41
"uy"	"es"	41
"pe"	"il"	41
"sk"	"in"	41
"id"	"cn"	41
"es"	"ae"	41
"us"	"lr"	40
"pt"	"pe"	40
"pe"	"dk"	40
"tw"	"sg"	40
"md"	"dk"	40
"gb"	"bs"	40
"lt"	"br"	40
"pe"	"bg"	40
"cr"	"ar"	40
"fr"	"ae"	39
"lv"	"gb"	39
"pa"	"cn"	39
"pe"	"hu"	39
"pk"	"au"	39
"ua"	"lt"	39
"ru"	"lt"	39
"uy"	"fr"	39
"lt"	"dk"	39
"sk"	"es"	39
"pe"	"lk"	38
"pe"	"in"	38
"np"	"ca"	38
"tn"	"fr"	38
"uy"	"pl"	38
"sk"	"nl"	38
"za"	"eg"	38
"sg"	"my"	38
"sv"	"es"	37
"sv"	"br"	37
"lu"	"fi"	37
"lu"	"it"	37
"ie"	"co"	37
"es"	"cr"	37
"tw"	"bg"	36
"sk"	"ar"	36
"se"	"ng"	36
"lt"	"it"	36
"pe"	"is"	36
"ng"	"jp"	36
"va"	"us"	36
"in"	"bd"	36
"se"	"lu"	36
"pe"	"mt"	36
"ng"	"au"	36
"sg"	"no"	36
"co"	"at"	35
"lu"	"hu"	35
"th"	"ru"	35
"ru"	"id"	35
"kh"	"de"	35
"de"	"ae"	35
"gt"	"gb"	34
"tr"	"se"	34
"tw"	"co"	34
"id"	"dk"	34
"us"	"kz"	34
"nl"	"ae"	34
"id"	"at"	34
"pl"	"id"	33
"sv"	"ar"	33
"ro"	"lu"	33
"hr"	"fr"	33
"au"	"ae"	33
"sg"	"dk"	33
"sk"	"jp"	33
"sg"	"ar"	33
"tr"	"cn"	33
"uy"	"nz"	33
"sv"	"at"	32
"us"	"sc"	32
"ve"	"pe"	32
"se"	"id"	32
"dk"	"co"	32
"sk"	"ch"	32
"cz"	"bg"	32
"my"	"id"	32
"us"	"ir"	32
"tr"	"sv"	32
"ru"	"lv"	32
"sv"	"pl"	32
"lu"	"be"	31
"nl"	"ng"	31
"pe"	"cn"	30
"es"	"aq"	30
"sk"	"ph"	30
"be"	"ae"	30
"nl"	"lt"	30
"se"	"bs"	30
"ph"	"it"	30
"nl"	"kr"	30
"us"	"tn"	30
"gr"	"co"	30
"sg"	"ae"	30
"pk"	"gb"	30
"in"	"hr"	30
"ph"	"eg"	30
"bs"	"be"	30
"pa"	"jp"	30
"sg"	"pl"	29
"jp"	"eg"	29
"kr"	"au"	29
"uy"	"mx"	29
"jp"	"ae"	29
"pt"	"co"	29
"no"	"bg"	29
"tr"	"br"	29
"us"	"dz"	29
"sk"	"cl"	29
"dz"	"de"	29
"us"	"sv"	29
"kh"	"gb"	28
"sg"	"ro"	28
"ie"	"ae"	28
"cr"	"at"	28
"sk"	"it"	28
"tr"	"cr"	28
"si"	"pt"	28
"pl"	"cr"	28
"ee"	"at"	28
"th"	"pt"	28
"uy"	"jp"	28
"gt"	"br"	28
"ua"	"co"	28
"sk"	"bg"	27
"us"	"rw"	27
"sv"	"cr"	27
"us"	"md"	27
"by"	"ar"	27
"pe"	"co"	27
"sg"	"at"	27
"id"	"cz"	27
"sk"	"eg"	27
"sg"	"nz"	27
"ru"	"gr"	27
"us"	"et"	27
"kr"	"in"	27
"it"	"id"	27
"rw"	"in"	26
"rw"	"lk"	26
"ng"	"la"	26
"np"	"ie"	26
"in"	"cr"	26
"us"	"gh"	26
"np"	"jp"	26
"uy"	"ru"	26
"in"	"bg"	26
"id"	"co"	26
"rw"	"cl"	26
"nz"	"co"	26
"ng"	"fr"	25
"ro"	"lt"	25
"rw"	"au"	25
"pa"	"br"	25
"th"	"ph"	25
"pe"	"nl"	25
"za"	"pt"	25
"pe"	"ie"	25
"kr"	"at"	25
"np"	"in"	25
"fr"	"dz"	25
"co"	"be"	25
"pe"	"cl"	25
"rw"	"br"	25
"ro"	"eg"	25
"dz"	"ca"	25
"se"	"dz"	24
"lt"	"cn"	24
"ie"	"id"	24
"kh"	"br"	24
"us"	"aq"	24
"lt"	"jp"	24
"tr"	"au"	24
"ve"	"co"	24
"ph"	"co"	24
"cn"	"ae"	24
"pa"	"co"	24
"se"	"lt"	24
"pa"	"au"	24
"id"	"eg"	24
"lt"	"bg"	23
"ch"	"bg"	23
"nz"	"lt"	23
"ng"	"cl"	23
"lt"	"co"	23
"ph"	"gr"	23
"kr"	"de"	23
"sk"	"fi"	23
"ua"	"pk"	23
"ch"	"ae"	23
"uy"	"ph"	23
"md"	"gb"	23
"ro"	"bg"	23
"sk"	"no"	23
"ro"	"id"	23
"lu"	"cn"	23
"lv"	"de"	23
"ng"	"gb"	23
"np"	"be"	22
"kr"	"cn"	22
"es"	"bs"	22
"ua"	"kz"	22
"eg"	"cz"	22
"nl"	"et"	22
"sk"	"pt"	22
"hr"	"es"	22
"pl"	"pa"	22
"np"	"nl"	22
"tr"	"ph"	22
"uy"	"nl"	22
"nz"	"np"	22
"se"	"pa"	22
"lt"	"il"	22
"kh"	"co"	22
"pk"	"in"	22
"np"	"es"	22
"kz"	"de"	21
"us"	"ge"	21
"ua"	"sk"	21
"np"	"ch"	21
"np"	"ae"	21
"pa"	"ie"	21
"tw"	"pa"	21
"pt"	"ph"	21
"gb"	"aq"	21
"id"	"ar"	21
"hu"	"co"	21
"gb"	"cr"	21
"sg"	"kr"	21
"pt"	"by"	21
"ke"	"gb"	21
"ua"	"lk"	21
"mx"	"eg"	21
"za"	"ph"	21
"kr"	"cz"	21
"nl"	"eg"	20
"pa"	"bg"	20
"nz"	"ae"	20
"sk"	"co"	20
"vn"	"ru"	20
"dz"	"cn"	20
"kr"	"es"	20
"ph"	"my"	20
"by"	"at"	20
"gb"	"bd"	20
"eg"	"ch"	20
"sg"	"il"	20
"pa"	"np"	20
"nz"	"kh"	20
"et"	"au"	20
"sg"	"np"	20
"pa"	"il"	20
"kr"	"id"	20
"tn"	"gb"	20
"uy"	"in"	20
"md"	"de"	19
"pa"	"ae"	19
"bs"	"au"	19
"id"	"fi"	19
"kh"	"cl"	19
"sk"	"np"	19
"ro"	"dz"	19
"ng"	"kh"	19
"th"	"id"	19
"sk"	"dk"	19
"gr"	"ae"	19
"kz"	"au"	19
"ee"	"ar"	19
"py"	"ar"	19
"ro"	"kr"	19
"pa"	"be"	19
"kz"	"br"	19
"lt"	"in"	19
"no"	"lt"	19
"lt"	"be"	19
"pl"	"hr"	19
"us"	"cy"	19
"ie"	"hr"	19
"ph"	"mx"	19
"sg"	"pa"	19
"kz"	"in"	19
"lu"	"dz"	19
"ng"	"de"	19
"ng"	"br"	18
"ng"	"co"	18
"hr"	"cn"	18
"py"	"cl"	18
"rw"	"kz"	18
"hr"	"br"	18
"is"	"de"	18
"ua"	"rw"	18
"hr"	"fi"	18
"kh"	"au"	18
"uy"	"kh"	18
"rw"	"de"	18
"id"	"ch"	18
"lk"	"kz"	18
"us"	"ly"	18
"jo"	"gb"	18
"pl"	"jo"	18
"pa"	"ch"	18
"pt"	"id"	18
"tn"	"es"	18
"th"	"by"	18
"sk"	"ru"	18
"kz"	"cl"	18
"us"	"jo"	18
"nl"	"lk"	17
"de"	"az"	17
"do"	"co"	17
"tr"	"ch"	17
"hr"	"be"	17
"kh"	"ca"	17
"kh"	"fr"	17
"lv"	"ca"	17
"tr"	"it"	17
"ph"	"id"	17
"it"	"by"	17
"sc"	"jp"	17
"lt"	"ch"	17
"ru"	"ae"	17
"kz"	"fr"	17
"ec"	"co"	17
"sg"	"fi"	17
"nl"	"lv"	17
"us"	"la"	17
"uy"	"co"	17
"lk"	"be"	17
"pe"	"id"	17
"tr"	"be"	17
"mx"	"aq"	17
"sg"	"ee"	17
"fr"	"aq"	17
"pl"	"lk"	17
"no"	"id"	17
"nl"	"jo"	17
"eg"	"au"	16
"sg"	"cz"	16
"jo"	"il"	16
"cl"	"bg"	16
"se"	"jo"	16
"ua"	"md"	16
"ke"	"in"	16
"ru"	"md"	16
"il"	"id"	16
"za"	"id"	16
"ru"	"eg"	16
"us"	"ma"	16
"ua"	"hr"	16
"ua"	"id"	16
"md"	"ca"	16
"kr"	"eg"	16
"la"	"gb"	16
"id"	"bg"	16
"ve"	"cu"	16
"tn"	"de"	16
"sk"	"be"	15
"sa"	"nl"	15
"nz"	"jo"	15
"us"	"cu"	15
"jo"	"au"	15
"tw"	"lk"	15
"lk"	"cn"	15
"cz"	"co"	15
"lk"	"ch"	15
"uy"	"sg"	15
"pt"	"hr"	15
"jo"	"cn"	15
"id"	"hu"	15
"tw"	"jo"	15
"sg"	"id"	15
"jo"	"ca"	15
"jo"	"de"	15
"ng"	"in"	15
"ca"	"bd"	15
"jo"	"es"	15
"jo"	"fr"	15
"nl"	"is"	15
"no"	"lv"	15
"us"	"ps"	15
"ro"	"hr"	15
"ua"	"tn"	15
"jo"	"in"	15
"jo"	"it"	15
"se"	"ke"	15
"tr"	"nz"	15
"do"	"ca"	15
"eg"	"br"	15
"py"	"pe"	15
"us"	"py"	15
"vn"	"tn"	15
"no"	"jo"	15
"ua"	"kr"	14
"uy"	"ie"	14
"nl"	"hr"	14
"lt"	"es"	14
"ca"	"bs"	14
"ru"	"kr"	14
"tr"	"cz"	14
"kr"	"it"	14
"tr"	"no"	14
"sc"	"au"	14
"de"	"bj"	14
"jo"	"ie"	14
"uy"	"cn"	14
"sg"	"mx"	14
"lt"	"ar"	14
"nz"	"lv"	14
"rw"	"fr"	14
"us"	"qa"	14
"tr"	"bg"	14
"ni"	"gb"	14
"sk"	"nz"	14
"rs"	"il"	14
"uy"	"eg"	14
"de"	"aq"	14
"hr"	"cz"	14
"sk"	"at"	14
"tw"	"tr"	14
"jp"	"hr"	14
"br"	"ae"	14
"eg"	"cn"	13
"tr"	"mx"	13
"tr"	"jp"	13
"ba"	"at"	13
"us"	"sa"	13
"us"	"tm"	13
"us"	"bo"	13
"za"	"uy"	13
"kr"	"br"	13
"ro"	"kh"	13
"ve"	"ph"	13
"lv"	"in"	13
"ke"	"es"	13
"nz"	"id"	13
"jo"	"hu"	13
"pl"	"pe"	13
"ua"	"lv"	13
"sc"	"co"	13
"mx"	"hr"	13
"mx"	"il"	13
"mx"	"im"	13
"tr"	"ie"	13
"tr"	"id"	13
"is"	"cn"	13
"ir"	"gb"	13
"sk"	"gr"	13
"pk"	"ca"	13
"hu"	"hr"	13
"ph"	"pe"	13
"tr"	"fi"	13
"hr"	"ar"	13
"tr"	"sg"	13
"sg"	"gr"	13
"gb"	"et"	13
"sg"	"lk"	13
"de"	"bd"	13
"fr"	"bs"	13
"no"	"lk"	13
"si"	"aq"	13
"np"	"ke"	13
"no"	"bd"	12
"cz"	"bj"	12
"ch"	"aq"	12
"pl"	"lv"	12
"it"	"ee"	12
"ke"	"cn"	12
"cr"	"ca"	12
"it"	"hr"	12
"ru"	"cl"	12
"sc"	"ca"	12
"sk"	"pe"	12
"pl"	"kr"	12
"ua"	"ae"	12
"et"	"ca"	12
"gr"	"bg"	12
"fr"	"bj"	12
"ni"	"de"	12
"pl"	"ni"	12
"mk"	"it"	12
"us"	"sy"	12
"et"	"de"	12
"th"	"sg"	12
"no"	"hr"	12
"mk"	"cz"	12
"nl"	"ir"	12
"ru"	"kz"	12
"hr"	"dk"	12
"fr"	"et"	12
"ug"	"gb"	12
"eg"	"co"	12
"mk"	"ie"	12
"eg"	"dk"	12
"me"	"gb"	11
"et"	"cn"	11
"ve"	"mk"	11
"sv"	"ca"	11
"mx"	"id"	11
"tn"	"it"	11
"ua"	"eg"	11
"tr"	"pt"	11
"tr"	"co"	11
"ru"	"rs"	11
"es"	"eg"	11
"rs"	"ni"	11
"uy"	"pe"	11
"mx"	"do"	11
"il"	"cl"	11
"ua"	"bg"	11
"gh"	"gb"	11
"rs"	"co"	11
"ph"	"hr"	11
"ru"	"cy"	11
"se"	"hr"	11
"tn"	"be"	11
"gb"	"cu"	11
"ir"	"ca"	11
"pl"	"kz"	11
"eg"	"at"	11
"md"	"fr"	11
"mk"	"fr"	11
"us"	"al"	11
"ke"	"de"	11
"id"	"et"	11
"id"	"be"	11
"eg"	"ar"	11
"kh"	"ie"	11
"sk"	"il"	11
"lv"	"fi"	11
"lv"	"es"	11
"ss"	"in"	11
"ir"	"de"	11
"pl"	"bs"	11
"tw"	"id"	11
"us"	"bw"	10
"pe"	"no"	10
"bg"	"be"	10
"eg"	"be"	10
"cu"	"cn"	10
"ro"	"ph"	10
"hr"	"ch"	10
"sv"	"gb"	10
"ir"	"br"	10
"us"	"ss"	10
"gt"	"es"	10
"us"	"ni"	10
"pe"	"cz"	10
"ve"	"pt"	10
"fr"	"cu"	10
"si"	"hr"	10
"za"	"ru"	10
"pa"	"by"	10
"zw"	"za"	10
"sc"	"pl"	10
"si"	"mk"	10
"cu"	"ar"	10
"tr"	"dk"	10
"se"	"et"	10
"cu"	"au"	10
"et"	"at"	10
"ru"	"am"	10
"kr"	"co"	10
"dk"	"cu"	10
"sk"	"hu"	10
"ss"	"br"	10
"ss"	"au"	10
"rw"	"pl"	10
"no"	"et"	10
"la"	"jp"	10
"ie"	"et"	10
"uy"	"ua"	10
"ke"	"au"	10
"sg"	"co"	10
"lu"	"at"	10
"sk"	"ie"	10
"uy"	"it"	10
"cu"	"be"	10
"ca"	"bj"	10
"il"	"ae"	10
"us"	"fo"	10
"gt"	"ch"	10
"lv"	"cz"	10
"ke"	"ca"	10
"ph"	"cr"	10
"sc"	"id"	10
"sc"	"de"	10
"ss"	"fr"	9
"lv"	"at"	9
"lv"	"br"	9
"bj"	"au"	9
"br"	"bj"	9
"ru"	"pk"	9
"kr"	"ar"	9
"cz"	"cu"	9
"ua"	"ss"	9
"ss"	"kz"	9
"ss"	"lk"	9
"nl"	"cu"	9
"pt"	"gr"	9
"om"	"mz"	9
"cu"	"cl"	9
"md"	"au"	9
"ss"	"pl"	9
"cu"	"br"	9
"tn"	"cl"	9
"za"	"mz"	9
"ss"	"rw"	9
"nl"	"az"	9
"md"	"jp"	9
"pk"	"cn"	9
"dk"	"ae"	9
"ph"	"cl"	9
"tr"	"ro"	9
"si"	"co"	9
"ie"	"ec"	9
"es"	"bo"	9
"th"	"co"	9
"cn"	"bd"	9
"tr"	"my"	9
"cn"	"az"	9
"sv"	"ph"	9
"sz"	"cn"	9
"in"	"cu"	9
"in"	"et"	9
"lb"	"gb"	9
"lk"	"id"	9
"se"	"eg"	9
"us"	"ls"	9
"ua"	"cr"	9
"ir"	"in"	9
"tr"	"gr"	9
"us"	"me"	9
"it"	"ba"	9
"sk"	"ro"	9
"gr"	"eg"	9
"mx"	"kr"	9
"uy"	"am"	9
"uy"	"at"	9
"uy"	"cz"	9
"sk"	"sg"	9
"lu"	"au"	9
"ss"	"cl"	9
"kr"	"dk"	9
"sg"	"by"	9
"ss"	"de"	9
"lu"	"in"	9
"tr"	"kr"	8
"ru"	"my"	8
"mx"	"cu"	8
"rs"	"cu"	8
"et"	"dk"	8
"uy"	"se"	8
"bs"	"ar"	8
"pl"	"kh"	8
"ru"	"et"	8
"de"	"al"	8
"gi"	"at"	8
"no"	"cu"	8
"cu"	"ch"	8
"tn"	"co"	8
"nz"	"cu"	8
"cu"	"at"	8
"lu"	"bg"	8
"kr"	"ch"	8
"gr"	"cu"	8
"es"	"cu"	8
"nz"	"eg"	8
"it"	"cu"	8
"tr"	"il"	8
"ua"	"mk"	8
"th"	"cu"	8
"sn"	"nz"	8
"lb"	"ca"	8
"pl"	"cu"	8
"pl"	"eg"	8
"tn"	"ng"	8
"jp"	"cu"	8
"tn"	"kh"	8
"ca"	"al"	8
"se"	"kr"	8
"se"	"cu"	8
"si"	"cu"	8
"ve"	"cr"	8
"pe"	"nz"	8
"is"	"id"	8
"mt"	"id"	8
"id"	"gr"	8
"ec"	"cu"	8
"pa"	"in"	8
"ve"	"ru"	8
"kr"	"be"	8
"sg"	"rs"	8
"in"	"gh"	8
"lv"	"co"	8
"sv"	"eg"	8
"ua"	"cu"	8
"sg"	"pt"	8
"fi"	"cu"	8
"vn"	"cu"	8
"lv"	"it"	8
"lv"	"jp"	8
"tr"	"si"	8
"pt"	"ee"	8
"nz"	"et"	8
"is"	"cz"	8
"it"	"bj"	8
"kh"	"es"	8
"us"	"ky"	8
"at"	"ae"	8
"ug"	"rw"	8
"za"	"co"	8
"za"	"cu"	8
"ro"	"cu"	8
"us"	"so"	8
"mm"	"au"	8
"de"	"cu"	8
"nz"	"bg"	8
"mk"	"in"	8
"tw"	"pt"	8
"cr"	"co"	8
"pk"	"ae"	8
"tr"	"ee"	8
"hu"	"cu"	8
"pl"	"ng"	8
"gb"	"bj"	8
"tn"	"az"	7
"ph"	"hu"	7
"ph"	"lv"	7
"se"	"bd"	7
"lv"	"cn"	7
"vn"	"az"	7
"sg"	"cl"	7
"rs"	"pt"	7
"lr"	"gb"	7
"uy"	"ch"	7
"do"	"cn"	7
"la"	"ch"	7
"pe"	"be"	7
"tr"	"rs"	7
"us"	"mg"	7
"ru"	"hr"	7
"lv"	"ie"	7
"se"	"lv"	7
"si"	"ee"	7
"pt"	"do"	7
"uy"	"fi"	7
"vn"	"lk"	7
"tr"	"pe"	7
"sk"	"lv"	7
"fi"	"eg"	7
"vn"	"pk"	7
"ph"	"ae"	7
"mx"	"cr"	7
"np"	"no"	7
"sg"	"pe"	7
"sa"	"ar"	7
"sk"	"bj"	7
"kr"	"fi"	7
"vu"	"cn"	7
"tr"	"sk"	7
"pk"	"jp"	7
"ke"	"co"	7
"lu"	"br"	7
"no"	"kr"	7
"ro"	"ng"	7
"lu"	"dk"	7
"ir"	"au"	7
"es"	"do"	7
"ru"	"pa"	7
"in"	"bj"	7
"tz"	"de"	7
"nl"	"lu"	7
"sc"	"it"	7
"it"	"cr"	7
"ng"	"my"	7
"ru"	"lu"	7
"sk"	"ec"	7
"si"	"bg"	7
"rs"	"id"	7
"mk"	"gb"	7
"it"	"eg"	7
"md"	"fi"	7
"pt"	"ng"	7
"bd"	"au"	7
"bj"	"bg"	7
"ru"	"me"	7
"ph"	"lt"	7
"mk"	"ch"	7
"lv"	"au"	7
"sg"	"lt"	7
"gr"	"bj"	7
"za"	"ug"	7
"kh"	"ar"	7
"gb"	"cy"	6
"no"	"eg"	6
"gb"	"bw"	6
"gb"	"bo"	6
"gb"	"az"	6
"ph"	"bd"	6
"rs"	"ph"	6
"es"	"ad"	6
"th"	"ba"	6
"si"	"id"	6
"th"	"kr"	6
"lu"	"lt"	6
"tm"	"in"	6
"tm"	"my"	6
"tm"	"ng"	6
"tm"	"ro"	6
"tn"	"pl"	6
"rs"	"mn"	6
"tr"	"cl"	6
"tr"	"eg"	6
"do"	"br"	6
"lv"	"by"	6
"kz"	"cn"	6
"dk"	"bd"	6
"si"	"sg"	6
"tr"	"th"	6
"de"	"bo"	6
"sk"	"by"	6
"tw"	"kr"	6
"cr"	"cl"	6
"pe"	"lv"	6
"lv"	"eg"	6
"sk"	"mx"	6
"ua"	"bd"	6
"lv"	"fr"	6
"cl"	"by"	6
"ca"	"bm"	6
"lv"	"id"	6
"us"	"tt"	6
"lv"	"il"	6
"ua"	"ke"	6
"br"	"al"	6
"us"	"bm"	6
"us"	"cf"	6
"py"	"ca"	6
"mk"	"ca"	6
"uy"	"be"	6
"ke"	"br"	6
"vn"	"ph"	6
"jp"	"et"	6
"ly"	"co"	6
"mr"	"fr"	6
"ba"	"ar"	6
"jp"	"bw"	6
"az"	"at"	6
"lk"	"cz"	6
"sa"	"gb"	6
"th"	"ae"	6
"sc"	"cz"	6
"za"	"al"	6
"uy"	"id"	6
"sc"	"fr"	6
"ma"	"il"	6
"mx"	"ma"	6
"mx"	"md"	6
"it"	"az"	6
"my"	"co"	6
"is"	"co"	6
"sc"	"ru"	6
"my"	"mm"	6
"ie"	"eg"	6
"us"	"ht"	6
"lk"	"ie"	6
"pl"	"bd"	6
"id"	"by"	6
"pe"	"eg"	6
"pk"	"nl"	6
"pk"	"de"	6
"us"	"je"	6
"nl"	"bj"	6
"hr"	"cl"	6
"lu"	"ch"	6
"se"	"sc"	6
"md"	"es"	6
"za"	"ke"	6
"gt"	"co"	6
"nl"	"ke"	6
"gt"	"ca"	6
"za"	"ng"	6
"nz"	"kr"	6
"ph"	"ir"	6
"nl"	"mk"	6
"sg"	"hr"	6
"pe"	"ch"	6
"gr"	"by"	6
"lk"	"co"	6
"md"	"lt"	6
"gb"	"dz"	6
"gb"	"do"	6
"lt"	"at"	6
"zm"	"cn"	6
"lv"	"ar"	6
"sg"	"pk"	5
"no"	"ng"	5
"uz"	"us"	5
"kh"	"cn"	5
"us"	"iq"	5
"lk"	"do"	5
"my"	"il"	5
"si"	"ke"	5
"tt"	"au"	5
"tt"	"be"	5
"tt"	"ca"	5
"tt"	"cz"	5
"tt"	"es"	5
"mg"	"in"	5
"tt"	"fr"	5
"tt"	"in"	5
"tt"	"pl"	5
"fr"	"bo"	5
"se"	"bj"	5
"be"	"az"	5
"ua"	"cy"	5
"de"	"cr"	5
"bd"	"ar"	5
"ro"	"by"	5
"de"	"bm"	5
"ch"	"bo"	5
"my"	"by"	5
"ch"	"bd"	5
"pl"	"ke"	5
"th"	"et"	5
"gl"	"cn"	5
"rs"	"ee"	5
"us"	"mv"	5
"sy"	"co"	5
"rs"	"bg"	5
"kw"	"in"	5
"th"	"eg"	5
"np"	"hu"	5
"nl"	"md"	5
"gt"	"bg"	5
"lt"	"by"	5
"ke"	"jp"	5
"ph"	"ke"	5
"rs"	"ba"	5
"it"	"bd"	5
"ke"	"il"	5
"lt"	"cz"	5
"sg"	"bg"	5
"lb"	"fr"	5
"sg"	"ba"	5
"qa"	"gb"	5
"it"	"et"	5
"mx"	"ee"	5
"ve"	"id"	5
"nl"	"do"	5
"si"	"ru"	5
"sc"	"ch"	5
"mt"	"co"	5
"ro"	"ky"	5
"dz"	"cz"	5
"pk"	"ph"	5
"sa"	"ca"	5
"sn"	"es"	5
"lv"	"be"	5
"nz"	"ke"	5
"nl"	"bd"	5
"ve"	"uy"	5
"ky"	"de"	5
"hu"	"by"	5
"ro"	"pk"	5
"lv"	"cl"	5
"rw"	"ch"	5
"lt"	"ie"	5
"id"	"ba"	5
"jp"	"bd"	5
"tw"	"pe"	5
"si"	"pe"	5
"vn"	"co"	5
"pt"	"cl"	5
"id"	"bd"	5
"lv"	"gr"	5
"cr"	"br"	5
"pt"	"ec"	5
"pl"	"ae"	5
"ke"	"be"	5
"cr"	"au"	5
"pt"	"et"	5
"id"	"ee"	5
"pl"	"bj"	5
"tz"	"ch"	5
"vn"	"il"	5
"ug"	"br"	5
"ug"	"ch"	5
"ug"	"cn"	5
"ke"	"ch"	5
"ng"	"cn"	5
"ie"	"bg"	5
"ke"	"cz"	5
"pe"	"gr"	5
"uy"	"lt"	5
"vn"	"pt"	5
"ly"	"gb"	5
"mk"	"es"	5
"ma"	"ca"	5
"ke"	"fr"	5
"vn"	"tr"	5
"mk"	"br"	5
"im"	"de"	5
"pl"	"gt"	5
"in"	"cy"	5
"pt"	"my"	5
"ma"	"de"	5
"ro"	"ee"	5
"pe"	"ee"	4
"fr"	"bd"	4
"do"	"de"	4
"rs"	"ke"	4
"lr"	"ca"	4
"de"	"cy"	4
"ls"	"de"	4
"no"	"ke"	4
"de"	"cm"	4
"dz"	"am"	4
"nz"	"bm"	4
"no"	"is"	4
"gb"	"bm"	4
"gb"	"fo"	4
"gh"	"de"	4
"no"	"bm"	4
"us"	"mw"	4
"pa"	"no"	4
"sg"	"hu"	4
"dz"	"ar"	4
"gt"	"cn"	4
"cy"	"ca"	4
"sg"	"bd"	4
"ph"	"kr"	4
"cy"	"at"	4
"hr"	"at"	4
"ru"	"az"	4
"hr"	"co"	4
"hr"	"gr"	4
"nl"	"bs"	4
"hu"	"ae"	4
"ru"	"bd"	4
"tr"	"ae"	4
"us"	"sl"	4
"lt"	"gr"	4
"se"	"np"	4
"tw"	"lt"	4
"hu"	"bm"	4
"gr"	"az"	4
"hu"	"cf"	4
"pk"	"fi"	4
"tw"	"pk"	4
"pk"	"fr"	4
"ni"	"es"	4
"it"	"ir"	4
"id"	"ec"	4
"tw"	"sk"	4
"ro"	"np"	4
"lu"	"ar"	4
"ie"	"am"	4
"tz"	"gb"	4
"uy"	"il"	4
"se"	"kh"	4
"tj"	"ru"	4
"co"	"ba"	4
"pl"	"do"	4
"uy"	"no"	4
"tj"	"cn"	4
"tr"	"by"	4
"na"	"eg"	4
"il"	"ec"	4
"in"	"dz"	4
"dz"	"be"	4
"uz"	"ca"	4
"va"	"in"	4
"ir"	"cn"	4
"lu"	"by"	4
"ir"	"fr"	4
"se"	"az"	4
"sc"	"nz"	4
"my"	"bg"	4
"my"	"bd"	4
"sc"	"in"	4
"mx"	"lv"	4
"ro"	"md"	4
"mx"	"lt"	4
"mx"	"kh"	4
"dz"	"br"	4
"mx"	"gt"	4
"ro"	"lk"	4
"ug"	"au"	4
"sn"	"gb"	4
"pa"	"cl"	4
"vn"	"mm"	4
"ps"	"ca"	4
"pe"	"cr"	4
"kh"	"id"	4
"jo"	"at"	4
"ps"	"gb"	4
"lv"	"ch"	4
